AccountID,Industry,Vertical,TotalBRR,AnnualRevenue,NumberOfEmployees,DandBRevenue,DandBTotalEmployees
Acct-002965,Media & Content,Media,445,0,0,0,0
Acct-002878,Professional Services,Consulting / Other Professional Services,443,0,0,0,0
Acct-001460,Telecommunications,Regional Carrier/ISP,443,156740,2,226390,2
Acct-002820,Professional Services,Consulting / Other Professional Services,442,0,0,0,0
Acct-002854,Healthcare,Healthcare,441,0,0,0,0
Acct-002882,Professional Services,Consulting / Other Professional Services,438,0,0,0,0
Acct-002756,Media & Content,Internet Content & Software,437,0,0,0,0
Acct-001016,Media & Content,Internet Content & Software,434,0,0,0,0
Acct-003055,Telecommunications,VOIP/VSP,424,230500,3,230500,3
Acct-001070,Professional Services,Consulting / Other Professional Services,419,0,0,0,0
Acct-002618,Energy & Manufacturing,Manufacturing - Other,419,0,0,0,0
Acct-002740,Professional Services,Consulting / Other Professional Services,417,0,0,0,0
Acct-003050,Telecommunications,Wireless,414,53476,1,37052,1
Acct-002868,IT Infrastructure,Colo/Hosting,412,0,0,0,0
Acct-002921,Professional Services,Consulting / Other Professional Services,412,119860,2,122904,2
Acct-003045,Professional Services,Commercial Systems Integrator,412,1014200,15,1063357,15
Acct-003061,Professional Services,Engineering,411,0,0,0,0
Acct-000271,IT Infrastructure,Cloud Service Provider,408,3802288163,252,1711232000,1550
Acct-003581,Research & Education,K-12 Education,408,1637919,9,3663549,9
Acct-002624,Professional Services,Consulting / Other Professional Services,407,156740,2,156740,2
Acct-002861,Professional Services,Consulting / Other Professional Services,406,0,0,0,0
Acct-003034,Professional Services,Commercial Systems Integrator,406,267380,5,624706,5
Acct-003053,Healthcare,Healthcare - Other,406,5716400,81,8928500,81
Acct-002588,Professional Services,Consulting / Other Professional Services,405,0,0,0,0
Acct-002851,Professional Services,Consulting / Other Professional Services,405,0,0,0,0
Acct-002914,Professional Services,Commercial Systems Integrator,405,0,0,0,0
Acct-002863,Professional Services,Consulting / Other Professional Services,404,0,0,0,0
Acct-002897,Finance,Finance - Other,403,0,0,0,0
Acct-002654,Research & Education,Research,399,0,0,0,0
Acct-000947,IT Infrastructure,Colo/Hosting,399,0,0,0,0
Acct-002770,Finance,Asset Management / Hedge Fund,399,0,0,0,0
Acct-002597,Professional Services,Consulting / Other Professional Services,399,0,0,0,0
Acct-002584,Government,Systems Integrators - Government,399,0,0,0,0
Acct-001666,Professional Services,Consulting / Other Professional Services,399,0,0,0,0
Acct-002827,IT Infrastructure,Colo/Hosting,399,0,0,0,0
Acct-002849,Professional Services,Legal,399,0,0,0,0
Acct-002865,Finance,Finance - Other,399,0,0,0,0
Acct-002853,Other Industry,Real Estate / Construction,399,0,0,0,0
Acct-002989,Media & Content,Internet Content & Software,399,0,0,0,0
Acct-002909,Government,Systems Integrators - Government,399,0,0,0,0
Acct-002905,Professional Services,Consulting / Other Professional Services,399,0,0,0,0
Acct-002963,Professional Services,Consulting / Other Professional Services,399,0,0,0,0
Acct-002651,Professional Services,Consulting / Other Professional Services,393,0,0,0,0
Acct-001662,Healthcare,Hospital/Clinic,379,0,0,0,0
Acct-002690,Professional Services,Consulting / Other Professional Services,369,0,0,0,0
Acct-002812,Professional Services,Commercial Systems Integrator,365,0,0,0,0
Acct-003183,,,350,0,0,0,0
Acct-002382,Telecommunications,Regional Carrier/ISP,343,19823000,200,0,0
Acct-002633,IT Infrastructure,Cloud Service Provider,317,0,0,0,0
Acct-002785,Media & Content,Internet Content & Software,310,92200,2,92200,2
Acct-002825,Professional Services,Consulting / Other Professional Services,310,6160429,22,6160429,30
Acct-001410,Media & Content,Media,305,0,0,0,0
Acct-002592,Professional Services,Consulting / Other Professional Services,305,0,0,0,0
Acct-002623,IT Infrastructure,Cloud Service Provider,305,0,0,0,0
Acct-002845,Professional Services,Consulting / Other Professional Services,304,276600,5,276600,5
Acct-002875,Professional Services,Consulting / Other Professional Services,304,0,0,0,0
Acct-002981,Professional Services,Consulting / Other Professional Services,304,70072,3,70072,3
Acct-003194,,,300,0,0,0,0
Acct-002748,Professional Services,Consulting / Other Professional Services,299,0,0,0,0
Acct-002710,Media & Content,Media,299,0,0,0,0
Acct-000887,Healthcare,Healthcare,299,0,0,0,0
Acct-002822,Energy & Manufacturing,Oil & Gas,299,3688195,7,3122332,7
Acct-003116,Telecommunications,Regional Carrier/ISP,287,0,0,0,0
Acct-001664,Media & Content,Internet Content & Software,280,0,0,0,0
Acct-002586,Professional Services,Commercial Systems Integrator,280,0,0,0,0
Acct-001692,Energy & Manufacturing,Manufacturing - Other,274,0,0,0,0
Acct-002035,Professional Services,Consulting / Other Professional Services,270,0,0,0,0
Acct-001411,Media & Content,Internet Content & Software,262,0,0,0,0
Acct-002999,Professional Services,Commercial Systems Integrator,255,0,0,0,0
Acct-003024,Media & Content,Internet Content & Software,253,0,0,0,0
Acct-002778,Professional Services,Consulting / Other Professional Services,252,0,0,0,0
Acct-002721,Other Industry,Transportation,249,0,0,0,0
Acct-002866,Media & Content,Internet Content & Software,249,0,0,0,0
Acct-003598,Professional Services,Consulting / Other Professional Services,246,0,0,0,0
Acct-003002,Finance,Finance - Other,230,0,0,0,0
Acct-002087,Media & Content,Media,230,0,0,0,0
Acct-002139,Healthcare,Healthcare - Other,216,0,0,0,0
Acct-002711,Professional Services,Consulting / Other Professional Services,214,0,0,0,0
Acct-001026,Professional Services,Consulting / Other Professional Services,208,0,0,0,0
Acct-003612,Healthcare,Healthcare - Other,206,0,0,0,0
Acct-002745,Media & Content,Media,204,0,0,0,0
Acct-002392,Research & Education,K-12 Education,200,0,0,0,0
Acct-001859,Healthcare,Healthcare - Other,200,0,0,0,0
Acct-002956,Telecommunications,Reseller,198,0,0,0,0
Acct-001677,Professional Services,Consulting / Other Professional Services,197,0,0,0,0
Acct-002732,Media & Content,Internet Content & Software,176,0,0,0,0
Acct-001249,Government,State/Local Government,172,0,0,0,0
Acct-002159,Media & Content,Media,170,0,0,0,0
Acct-003392,Government,State/Local Government,165,0,0,0,0
Acct-001555,Professional Services,Consulting / Other Professional Services,162,0,0,0,0
Acct-002733,Telecommunications,VOIP/VSP,157,0,0,0,0
Acct-003001,Research & Education,Higher Education,157,1290800,20,1716669,20
Acct-002003,Professional Services,Consulting / Other Professional Services,150,0,0,0,0
Acct-002741,Research & Education,Research,148,0,0,0,0
Acct-002772,Professional Services,Legal,148,0,0,0,0
Acct-002585,Professional Services,Consulting / Other Professional Services,148,0,0,0,0
Acct-002648,IT Infrastructure,Colo/Hosting,148,0,0,0,0
Acct-002726,Professional Services,Consulting / Other Professional Services,147,0,0,0,0
Acct-002594,Professional Services,Consulting / Other Professional Services,147,0,0,0,0
Acct-002697,Professional Services,Consulting / Other Professional Services,145,0,0,0,0
Acct-003035,Media & Content,Internet Content & Software,135,0,0,0,0
Acct-001326,Telecommunications,RLEC,134,119860,1,316187,1
Acct-002967,Professional Services,Consulting / Other Professional Services,134,0,0,0,0
Acct-002776,Professional Services,Consulting / Other Professional Services,124,0,0,0,0
Acct-002604,Professional Services,Consulting / Other Professional Services,124,0,0,0,0
Acct-002918,Professional Services,Consulting / Other Professional Services,123,0,0,0,0
Acct-002976,Professional Services,Consulting / Other Professional Services,123,0,40,0,40
Acct-002609,Media & Content,Internet Content & Software,118,0,0,0,0
Acct-002949,Professional Services,Consulting / Other Professional Services,118,0,0,0,0
Acct-002970,Telecommunications,VOIP/VSP,118,0,0,0,0
Acct-002729,Professional Services,Consulting / Other Professional Services,117,0,0,0,0
Acct-002603,IT Infrastructure,Colo/Hosting,117,0,0,0,0
Acct-000046,Telecommunications,National Carrier/ISP,117,0,0,0,0
Acct-002797,Professional Services,Engineering,115,0,0,0,0
Acct-002769,Media & Content,Media,114,0,0,0,0
Acct-002616,Media & Content,Internet Content & Software,114,0,0,0,0
Acct-002952,Media & Content,Internet Content & Software,114,0,0,0,0
Acct-002615,Media & Content,Media,111,0,0,0,0
Acct-002794,Professional Services,Consulting / Other Professional Services,111,0,0,0,0
Acct-002982,Professional Services,Consulting / Other Professional Services,111,0,0,0,0
Acct-003523,Research & Education,K-12 Education,110,0,0,0,0
Acct-002688,Professional Services,Consulting / Other Professional Services,109,0,0,0,0
Acct-002689,Other Industry,Non-Healthcare Insurance,109,0,0,0,0
Acct-002601,Other Industry,Retail,109,0,0,0,0
Acct-002608,Professional Services,Consulting / Other Professional Services,109,0,0,0,0
Acct-002927,Professional Services,Consulting / Other Professional Services,109,0,0,0,0
Acct-002931,Professional Services,Consulting / Other Professional Services,109,0,0,0,0
Acct-002617,Professional Services,Consulting / Other Professional Services,108,0,0,0,0
Acct-002780,Professional Services,Consulting / Other Professional Services,105,0,0,0,0
Acct-002628,Professional Services,Consulting / Other Professional Services,105,0,0,0,0
Acct-002992,Healthcare,Healthcare,105,37997958,286,54882936,286
Acct-002610,Professional Services,Consulting / Other Professional Services,104,0,0,0,0
Acct-002887,Professional Services,Consulting / Other Professional Services,102,0,0,0,0
Acct-002998,Professional Services,Commercial Systems Integrator,102,66384,1,84978,1
Acct-003039,Other Industry,Retail,102,0,0,0,0
Acct-003004,Professional Services,Consulting / Other Professional Services,101,13846585,380,13846585,380
Acct-003046,Other Industry,Non-Healthcare Insurance,101,0,0,0,0
Acct-003013,IT Infrastructure,Colo/Hosting,100,0,0,0,0
Acct-000976,IT Infrastructure,Cloud Service Provider,100,0,0,0,0
Acct-003010,Professional Services,Legal,100,0,0,0,0
Acct-002684,Professional Services,Consulting / Other Professional Services,99,0,0,0,0
Acct-002696,Media & Content,Internet Content & Software,99,0,0,0,0
Acct-002720,Professional Services,Consulting / Other Professional Services,99,0,0,0,0
Acct-002719,Professional Services,Consulting / Other Professional Services,99,0,0,0,0
Acct-002730,Media & Content,Internet Content & Software,99,0,0,0,0
Acct-002788,Media & Content,Internet Content & Software,99,0,0,0,0
Acct-002900,Media & Content,Internet Content & Software,99,0,0,0,0
Acct-002911,Healthcare,Hospital/Clinic,99,0,0,0,0
Acct-002969,Professional Services,Consulting / Other Professional Services,99,0,0,0,0
Acct-002702,Research & Education,Research,98,0,0,0,0
Acct-002763,Media & Content,Media,98,0,0,0,0
Acct-002751,Finance,Finance - Other,98,0,0,0,0
Acct-002742,Professional Services,Consulting / Other Professional Services,98,0,0,0,0
Acct-002941,Professional Services,Consulting / Other Professional Services,98,0,0,0,0
Acct-002978,Media & Content,Internet Content & Software,98,0,0,0,0
Acct-002930,IT Infrastructure,Colo/Hosting,92,0,0,0,0
Acct-001675,Other Industry,Real Estate / Construction,87,0,0,0,0
Acct-002984,Finance,Finance - Other,85,0,0,0,0
Acct-003020,Media & Content,Internet Content & Software,85,0,0,0,0
Acct-003059,Other Industry,Retail,85,101420,1,101420,1
Acct-002008,,,85,0,0,0,0
Acct-003029,Professional Services,Consulting / Other Professional Services,84,0,0,0,0
Acct-001199,Professional Services,Consulting / Other Professional Services,74,0,0,0,0
Acct-003062,Media & Content,Internet Content & Software,65,0,0,0,0
Acct-002406,Energy & Manufacturing,Manufacturing - Other,65,0,0,0,0
Acct-002792,Healthcare,Healthcare,64,0,0,0,0
Acct-002613,Media & Content,Media,55,0,0,0,0
Acct-002640,Professional Services,Consulting / Other Professional Services,55,0,0,0,0
Acct-002972,Professional Services,Consulting / Other Professional Services,52,0,0,0,0
Acct-002691,Professional Services,Consulting / Other Professional Services,50,372413,6,400081,6
Acct-002704,Media & Content,Internet Content & Software,50,0,0,0,0
Acct-002787,Other Industry,Non-Healthcare Insurance,50,276600,4,276600,4
Acct-003040,Professional Services,Consulting / Other Professional Services,50,110640,2,110640,2
Acct-002997,Professional Services,Legal,50,0,0,0,0
Acct-003005,Media & Content,Media,50,0,0,0,0
Acct-003031,Professional Services,Commercial Systems Integrator,50,91000,2,99098,3
Acct-003041,Media & Content,Media,50,0,0,0,0
Acct-003047,Research & Education,Higher Education,50,0,0,0,0
Acct-003049,IT Infrastructure,Colo/Hosting,50,0,0,0,0
Acct-002705,IT Infrastructure,Colo/Hosting,49,0,0,0,0
Acct-002760,Finance,Asset Management / Hedge Fund,49,0,0,0,0
Acct-002753,Other Industry,Retail,49,0,0,0,0
Acct-002591,Professional Services,Consulting / Other Professional Services,49,0,0,0,0
Acct-002782,Professional Services,Consulting / Other Professional Services,49,0,0,0,0
Acct-002605,IT Infrastructure,Colo/Hosting,49,0,0,0,0
Acct-002638,Healthcare,Hospital/Clinic,49,0,0,0,0
Acct-002803,Media & Content,Media,49,0,0,0,0
Acct-002626,Media & Content,Internet Content & Software,49,0,0,0,0
Acct-002940,IT Infrastructure,Colo/Hosting,49,0,0,0,0
Acct-002986,IT Infrastructure,Cloud Service Provider,49,0,0,0,0
Acct-003009,IT Infrastructure,Colo/Hosting,49,0,0,0,0
Acct-001604,Media & Content,Gaming/eSports,49,0,0,0,0
Acct-002343,Finance,Finance - Other,39,0,0,0,0
Acct-001465,IT Infrastructure,Colo/Hosting,10,0,0,0,0
Acct-002667,Other Industry,Real Estate / Construction,0,0,0,0,0
Acct-002529,Research & Education,K-12 Education,0,0,0,0,0
Acct-000773,Energy & Manufacturing,Utilities,0,0,0,0,0
Acct-001278,Energy & Manufacturing,Oil & Gas,0,320467837,170,387766083,170
Acct-002676,Research & Education,K-12 Education,0,0,0,0,0
Acct-002501,Research & Education,K-12 Education,0,0,0,0,0
Acct-000384,Healthcare,Hospital/Clinic,0,1979979923,68000,0,0
Acct-002675,Other Industry,Hospitality,0,0,0,0,0
Acct-001267,Professional Services,Engineering,0,0,0,0,0
Acct-001907,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-003620,Other Industry,Transportation,0,0,0,0,0
Acct-000335,Government,State/Local Government,0,0,0,0,0
Acct-000492,Telecommunications,PTT,0,0,0,0,0
Acct-003430,,,0,0,0,0,0
Acct-001899,,National Carrier/ISP,0,0,0,0,0
Acct-000337,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-000699,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-001038,Professional Services,Consulting / Other Professional Services,0,0,0,0,0
Acct-003577,Other Industry,Retail,0,0,0,0,0
Acct-000905,Other Industry,Transportation,0,0,0,0,0
Acct-000387,Other Industry,Transportation,0,0,0,0,0
Acct-001408,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-003114,Energy & Manufacturing,Manufacturing - Other,0,0,0,0,0
Acct-001403,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-000600,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-001374,Telecommunications,Regional Carrier/ISP,0,7708936,31,7708936,31
Acct-001342,Energy,Oil & Gas,0,69150000,5000,0,0
Acct-000041,Telecommunications,Reseller,0,0,0,0,0
Acct-002283,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-000144,Telecommunications,Regional Carrier/ISP,0,0,0,0,0
Acct-001423,Telecommunications,Regional Carrier/ISP,0,42511707,190,42511707,190
Acct-002479,IT Infrastructure,Colo/Hosting,0,0,0,0,0
Acct-002679,Media & Content,Internet Content & Software,0,508675558,2000,457808002,2000
Acct-003078,Research & Education,K-12 Education,0,0,0,0,0
Acct-001613,,,0,0,0,0,0
Acct-003421,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-002536,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-000088,Healthcare,Healthcare - Other,0,0,0,0,0
Acct-003617,Media & Content,Internet Content & Software,0,0,0,0,0
Acct-000379,IT Infrastructure,Colo/Hosting,0,0,0,0,0
